-2.1465,1.1068,1
-1.5238,1.3711,1
-3.1268,1.627,2
4.1118,2.3643,2
-0.52981,2.8057,2
-0.053121,-3.1244,1
0.089595,1.9566,2
-1.6207,1.302,3
-0.95618,-3.0614,2
3.4328,2.1058,3
7.3204,4.4966,3
-3.3659,-2.142,1
-2.0395,-2.3922,2
-1.6832,-1.5506,1
3.5218,4.0764,3
-0.53187,-2.5231,1
-3.6226,-2.9896,1
3.1514,-1.3846,3
-0.88249,-1.8463,1
-4.2298,-0.21535,1
-1.4211,-2.6349,1
-3.8598,-3.3842,1
2.7154,1.2588,3
-5.2086,-1.3604,1
1.402,-0.52042,3
-5.1746,-0.022275,1
-0.14162,-3.2003,3
0.82527,2.428,2
-2.0899,-5.0604,1
-4.4202,-3.1936,1
1.7597,-1.7683,1
-2.1352,0.016708,1
1.3647,1.6536,2
0.43467,0.87607,3
-0.017536,-0.67513,3
-1.5056,3.1455,3
0.49857,-2.338,2
3.239,1.3405,1
-1.1598,-0.17726,2
1.9682,-0.15986,1
-1.3892,4.6421,1
0.75069,3.8188,3
1.5057,2.9417,2
-0.13936,1.3624,1
-0.24297,-1.224,1
6.1652,4.3663,3
-0.25341,-1.8132,1
-1.6329,-0.6247,1
-0.25977,0.7744,1
1.6499,-1.7797,1
2.1994,-0.025848,3
-4.6782,-1.9677,1
0.70125,-0.47613,2
-1.6883,0.57586,3
-0.56144,0.28297,1
-0.47087,1.6483,2
-2.134,-3.3896,1
-1.6774,1.5593,3
1.8506,3.0088,3
-1.4464,-1.4948,3
2.9312,-1.4278,2
-0.044332,-0.34594,1
1.6889,-3.5319,3
-1.4278,-3.6054,2
1.8555,3.2416,3
0.49224,-2.282,1
5.0563,1.2396,3
4.4543,4.3514,3
0.38127,-5.7487,1
-2.4153,-0.78951,1
0.53007,5.3283,1
0.74894,1.0029,2
2.661,-0.96732,2
-4.7622,-0.98984,1
0.55272,2.2078,2
0.66711,-0.10323,3
-0.091481,-1.8677,3
1.8519,4.9865,3
1.8212,3.1465,3
-4.1066,1.6402,1
-1.205,1.7393,3
-1.433,-0.24155,2
0.23328,0.47926,1
3.949,-1.8646,1
0.12905,0.40972,1
-4.2039,-2.1422,3
-2.886,2.1474,2
-0.97428,-0.76258,1
1.5397,0.63494,2
0.99282,-2.5678,3
-0.11759,0.51512,2
-0.13359,0.83901,3
3.339,2.2989,3
3.2613,1.155,3
3.4463,1.4341,3
0.92433,-5.4819,1
1.9238,3.1734,3
1.4347,0.62414,3
3.6171,1.9931,3
2.299,0.097951,1
-4.7027,-4.9341,1
-0.10286,-1.7542,2
1.3665,1.688,3
2.306,0.55081,3
2.29,2.6332,3
-2.209,-6.2092,1
-4.0153,-1.8751,2
1.8949,-1.3862,1
1.4773,3.1481,3
3.0754,0.75733,1
0.45802,4.0773,3
-2.7104,-1.9223,1
-3.9974,1.6789,1
2.3272,3.3438,3
-1.9407,-5.8715,1
-3.5808,-4.0097,1
0.087223,0.30449,3
1.7516,-1.1659,3
-1.3663,-0.15392,3
3.326,2.0883,3
-0.91502,3.1468,3
1.2849,3.5574,2
2.6766,-1.2206,3
0.56044,-0.95622,3
0.71832,-0.65435,1
-1.4643,-0.6889,1
-4.9987,-1.2151,1
-1.2894,-1.1668,2
-0.27552,-0.15768,2
3.586,4.2475,3
2.1077,-0.50332,2
0.33414,2.5202,3
3.7147,3.231,3
0.72993,-0.2999,3
5.356,2.7489,1
0.50045,3.7458,3
-0.1793,-2.2105,3
1.997,0.032104,2
-2.3959,0.61748,3
0.33858,1.4296,2
-1.8855,3.187,3
3.7106,-5.8222,2
-3.8076,-3.6079,1
-0.95405,1.7105,3
1.4111,1.4392,3
3.9577,-4.4091,1
-3.4258,-1.7122,1
-2.4881,3.4886,3
0.31601,-1.1853,3
-1.9225,0.99869,3
-6.415,-2.332,3
0.42602,-0.78025,1
-0.23384,3.0194,3
2.3627,1.1975,3
-0.27232,-2.9792,1
2.8464,-1.1836,1
0.46165,-3.1799,1
0.17523,0.31761,3
-0.79984,-3.5714,1
2.6535,0.010443,3
0.037642,-3.5882,3
4.5238,-1.1161,2
-0.39494,-0.56144,3
0.79828,2.0213,3
0.10261,-2.0631,1
4.9585,1.3716,3
2.1748,2.7174,2
1.8264,-0.89543,3
3.0421,0.82828,3
-1.743,-2.2416,1
2.8147,1.8541,3
-1.9635,-4.5188,2
4.4619,-0.25956,1
2.4307,2.8044,3
2.0091,-1.8363,2
-4.2272,-3.014,2
0.72242,0.7645,3
-4.1044,-2.1706,1
0.8925,0.13926,3
3.6222,-1.7336,1
-1.1016,-0.076256,3
-0.63936,-1.6515,3
-1.5159,3.4104,3
-1.1605,1.3382,2
1.8736,2.1632,3
0.25308,0.62429,3
-1.0233,1.7105,1
4.3719,3.4026,3
2.0653,-1.0112,3
3.0336,4.0082,3
-4.5177,-0.71505,1
-1.9255,-1.6712,3
-0.29174,0.40232,1
-1.8739,1.9812,3
-0.096295,0.18795,3
2.0186,2.7842,3
-3.038,-0.82367,3
1.9086,-2.1995,1
2.1821,2.5742,2
1.1926,2.0517,3
-0.92892,-0.99137,1
4.2005,-2.0035,3
0.043532,0.094711,1
1.2871,3.6443,3
1.0229,-1.4536,3
-5.9984,1.2358,2
7.9557,0.39757,2
-3.8775,-0.10691,1
-3.7824,-4.0083,1
3.1681,0.65149,2
-1.3771,-0.90548,3
1.2654,1.8471,3
-1.7634,2.522,1
1.9181,1.1103,3
2.3562,1.6671,3
-2.6787,-0.14513,1
-6.6137,-0.79885,3
-3.5116,-3.2906,1
-2.3727,-1.4246,1
-3.1292,-0.040565,1
-0.29541,-0.5049,2
1.7573,-3.146,2
2.4918,-0.16484,1
2.0194,2.6937,3
3.1037,3.2949,3
-1.5708,0.45864,1
0.44577,0.26214,1
-1.6231,2.7874,3
-1.9633,4.0088,2
0.98001,4.5624,3
-1.3713,-1.4309,2
-0.70632,0.33643,1
0.11812,-0.39193,1
1.6235,3.2018,3
2.682,0.082159,2
0.044034,0.91248,3
1.9937,-4.1284,1
0.90896,1.532,1
1.9093,-2.3047,3
1.102,-0.72174,2
5.058,0.90199,3
-0.5418,-0.14156,1
5.9025,1.3735,3
-0.3543,-3.6744,1
2.7557,-0.048018,3
-0.31266,-0.10273,1
3.7313,2.9633,3
-0.59658,-4.2921,1
0.27282,0.015648,3
0.051914,-1.4647,3
0.14943,-0.50493,2
1.7663,1.6219,3
-4.5088,-3.8879,1
0.62421,-3.1982,1
1.038,4.2793,2
0.25714,2.2226,2
1.1173,-1.4331,1
-1.4591,-2.7394,1
-0.86755,-2.4276,1
2.8367,-2.0577,3
2.6686,0.54661,3
0.40359,4.1216,1
-3.0301,-1.3483,1
1.1869,1.6548,2
2.4768,-1.8985,3
1.7826,0.78083,3
-5.9919,-2.4788,1
-1.6052,2.2722,1
-2.1361,-1.8067,1
-0.68346,-2.2392,1
-3.3195,-2.6559,1
1.9936,1.3802,3
2.0323,1.7397,3
-0.12031,-2.1043,1
3.888,2.6541,3
1.6058,4.8903,1
1.4321,3.0251,3
-2.4951,-0.32018,1
0.62256,0.36032,3
3.4856,-0.19381,1
-3.8038,-2.4081,1
-3.7798,-2.1895,1
-0.93246,-1.6485,1
-0.75361,-0.30642,1
1.633,-1.7649,2
-6.3581,-2.4659,2
-2.2303,-1.7187,1
-1.3477,-0.32808,2
0.1013,0.5289,1
1.5286,2.1794,3
2.6069,1.5428,2
3.2104,1.8826,3
0.31707,-2.7034,1
-1.7247,-2.7812,2
-0.75701,-3.7789,3
-0.22824,0.021015,1
0.30744,0.551,3
-1.868,0.23979,3
0.1689,-1.117,1
-2.0407,2.6822,3
4.1999,1.0978,3
3.5551,0.39776,2
3.5006,2.4714,3
-0.12597,0.58356,2
0.88531,1.8313,1
-2.8038,4.0641,2
0.278,-2.7159,3
-5.3897,1.2963,1
-1.8725,-1.7357,2
2.321,0.44717,2
0.32373,-0.71209,2
-0.87531,3.3118,1
-0.76985,-0.24432,2
-2.4079,-4.548,1
-0.14638,-4.7468,3
-5.9727,-2.4642,1
-3.6156,-2.0888,1
0.40088,-0.87959,1
0.53797,1.7498,3
1.2385,1.9367,1
-0.49021,-2.3391,1
4.3757,1.1976,3
5.9975,2.72,3
-2.1726,-0.39849,1
2.1313,1.7309,2
2.7293,4.7612,3
1.0548,0.51869,1
-1.3193,-2.5765,1
1.6322,-1.9336,1
-2.5679,-2.9927,1
6.8127,3.6514,3
1.2362,-0.19905,2
0.18167,0.51254,1
1.0601,2.1742,2
-0.14243,1.1017,1
0.22436,-3.1952,1
-1.9976,-0.24918,2
0.75124,-1.2473,3
-7.1301,-6.1264,1
-0.66939,0.37076,1
-1.12,5.7509,3
1.1229,3.4138,3
1.0216,0.87135,2
0.40073,-2.081,2
0.19502,0.55799,3
0.36763,-2.5671,3
2.7808,1.316,3
2.9906,1.7953,3
-1.4631,2.8519,3
-1.1369,-3.7996,1
0.54174,-4.2453,1
0.17013,1.9561,2
3.0078,6.0518,3
-2.0399,1.7924,1
-0.57554,-0.63853,2
2.0332,-1.7773,3
0.55637,-2.3271,3
-4.777,-3.2389,1
-0.0020196,1.6179,3
-2.8067,1.5434,2
1.2825,3.3459,2
2.8597,2.1275,3
3.1716,1.0371,3
-4.1937,-0.82618,2
0.73223,2.0625,3
-0.38864,0.42939,1
-0.23065,2.0687,3
-1.3228,0.21384,1
-1.6328,-4.6612,3
-1.2336,-2.8892,1
1.5196,-4.5107,3
-0.3314,0.48113,1
-0.46518,1.5643,2
0.43006,0.67081,3
4.5331,4.546,3
-3.9712,-2.5156,3
-2.8373,2.2234,3
-1.6151,-0.70276,3
-0.45988,1.3837,3
0.75766,-3.4613,1
1.8811,-0.58756,1
-0.88003,1.0789,3
-2.3687,4.7424,2
