0.54464,-0.70726,2
2.3693,-0.54805,1
-0.43778,-1.9332,2
1.7092,3.8139,3
4.7954,4.1756,3
-1.9755,-0.060232,3
-0.085522,-2.0656,2
2.3031,1.6056,3
0.49976,2.1263,2
2.3608,1.1871,2
-0.75459,1.1842,2
1.5395,-0.97283,2
2.0589,-0.11019,2
-2.0773,-3.5257,2
-3.7036,-1.8351,2
-0.93011,-2.1648,1
-0.29398,-0.088564,1
-0.050831,1.923,2
1.9457,1.6268,3
0.52005,0.14684,2
-0.29449,-1.9689,1
0.78025,1.9837,2
1.7438,1.4011,2
0.45622,-0.78252,2
-1.0071,1.0397,2
1.4135,-1.9717,1
-0.49867,-1.8598,2
-1.7041,0.48815,1
-0.83597,-0.7268,3
0.20057,3.9624,2
-0.66443,1.8429,2
-1.9381,-0.22982,3
0.059797,-1.361,2
-2.3968,-1.7477,2
2.5368,2.0303,3
0.97327,-0.10519,2
3.7648,1.5701,3
3.6781,2.6776,2
-0.55198,1.1599,1
2.8056,-0.39054,2
-0.62786,-2.8519,3
0.072313,0.80299,2
0.092555,0.77846,2
-1.2213,-0.73128,2
0.52595,-0.55487,2
-0.50092,-1.1817,2
-2.1547,1.2647,3
1.2835,4.4607,2
0.0645,-0.73331,2
0.13855,1.4964,3
3.5231,2.398,3
0.2888,-1.659,2
3.6155,-0.36515,3
-0.10245,1.5191,2
-2.5204,-3.3041,2
-3.1793,0.81433,2
3.8932,1.7591,2
-1.0906,-2.224,3
0.15507,-0.9681,2
-1.9631,2.8109,2
0.67444,-1.3999,1
-0.23626,2.1907,2
-3.5137,-4.9317,1
0.28767,-1.9379,2
-4.5845,-1.836,1
3.4849,0.47613,2
3.6324,2.0381,2
6.1312,1.8662,3
-0.44164,-0.62379,2
-4.1063,1.5082,3
-1.4288,-3.4901,1
-1.6098,-1.8054,1
-2.7607,-3.2181,2
1.4503,0.48561,3
2.5908,-2.9674,2
2.3587,2.9382,3
-1.8564,-0.52488,2
-1.1419,-0.0588,2
0.80961,3.758,3
-2.3224,-0.53156,2
3.2922,-0.11759,2
-0.80258,-0.6671,1
1.0998,2.4822,2
-0.21804,0.7899,2
-0.52485,-2.4078,2
